company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
A-Tex Home Collection,India (IN),"Accessories, Fabrics, Home Textiles, Yarns",,,,"New No.23 Kamatchiamman Kovil Street 1st Cross,",GCL-300182,GCL International,2024-11-09,"Cushions (PD0023) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Bed linen
Floor Coverings (PD0022) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Pillows
Home Textiles (PC0010) Blankets
Pouches (PD0024) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Aprons (PD0100) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Cut Panels (PD0100) 100% Organic Cotton (RM0104) Greige Yarns (PC0030) Super combed yarns (PD0068) 100% Organic Cotton (RM0104) Dyed Yarns (PC0029) Super combed yarns (PD0068) 100% Organic Cotton (RM0104)
Rugs
bed sheets (PD0015) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Table linen
bedspreads
blinds (PD0020) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Gloves
hand covering (PD0026) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Carpets
handbags
kitchen linen
mittens
napkins (PD0016) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Towels
quilts (PD0019) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Curtains
tablecloth
toilet linen (PD0017) 100% Organic Cotton (RM0104) Carried Accessories (PC0011) Bags
totes"
A. Berger GmbH,Germany (DE),Fabrics,,,,,1018427,Control Union Certifications,2024-01-25,Dyed fabrics (PC0025) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Undyed fabrics (PC0027) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104)
A. E. Rudolph A/S,Denmark (DK),"Accessories, Home Textiles",,Helene Vogelius Lyth,helene@rudolphcare.com,Antoinettevej 3,112132,Ecocert Greenlife,2024-09-30,"100% Organic Cotton (RM0104)
100% Organic Cotton (RM0104) Home textiles (PC0010)
Bags
Carried accessories (PC0011)
Towels
handbags
kitchen linen
pouches (PD0024)
toilet linen (PD0017)
totes"
"A. F. Têxteis, Lda.",Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 1089435,Control Union Certifications,2024-05-10,Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 2.0%Elastane (Spandex) (RM0160) 98.0%In Conversion Cotton (RM0103) Organic - In Conversion Undyed fabrics (PC0027) Knitted fabrics (PD0058) 2.0%Elastane (Spandex) (RM0160) 98.0%Organic Cotton (RM0104) Organic
"A. F. Vilas Boas - Malhas & Bordados, Lda",Portugal (PT),"Babywear, Garments, Home Textiles",,Pedro Rodrigues,qualidade@afvilasboas.pt,"Rua da Etar, nº 331 - Vila Frescaínha (S. Pedro)",CTV-130326,CTV – Certificação de Têxteis e de Vestuário,2024-06-01,"Overcoats
bed sheets (PD0015) Table linen
blouses (PD0005) Undergarment
cardigans (PD0004) Shirts
cardigans] (PD0010) Workwear
jackets
jackets
kitchen linen
napkins (PD0016) Towels
pullovers
pullovers
robes (PD0006) T-shirts
singlets (PD0007) Activewear
singlets] (PD0010) Dresses
skirts (PD0011) Babies' clothing (PD0013) Bed linen
sleepwear
sportswear (PD0008) Workwear
suit- pants (PD0002) Pants
tablecloth
toilet linen (PD0017)
trousers (PD0003) Sweaters
trousers] (PD0010) Workwear
uniforms [Overcoats
uniforms [Pants
uniforms [Sweaters
uniforms [T-shirts
vests (PD0001) Suits
vests] (PD0010) Workwear"
"A. Ferreira - Sociedade Têxteis, Lda",Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 1015956,Control Union Certifications,2024-11-19,Undyed fabrics (PC0027) Knitted fabrics (PD0058) Dyed fabrics (PC0025) Knitted fabrics (PD0058) Undyed yarns (PC0031) Normally combed yarns (PD0102)
A. Ferreira & Filhos S.A.,Portugal (PT),"Babywear, Garments, Home Textiles",,,,,CB-GOTS-CUC-03- 1015660,Control Union Certifications,2024-06-09,"Babies' apparel (PC0003) Babies' clothing (PD0013) 100.0%Organic Cotton (RM0104) Organic Babies' apparel (PC0003) Babies' clothing (PD0013) 20.0%Camel (RM0014) 80.0%Organic Cotton (RM0104) Organic Babies' apparel (PC0003) Babies' clothing (PD0013) 5.0%Cashmere (RM0020) 95.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Blankets
bedspreads
bedspreads
bedspreads
caps
cardigans (PD0004) 100.0%Organic Cotton (RM0104) Organic
cardigans (PD0004) 100.0%Organic Cotton (RM0104) Organic Unisex apparel (PC0005) Hats
head coverings [Gorro] (PD0030) 100.0%Organic Cotton (RM0104) Organic Unisex apparel (PC0005) Scarves
kitchen linen
pullovers
pullovers
quilts (PD0019) 100.0%In Conversion Cotton (RM0103) Organic - In Conversion Home textiles (PC0010) Blankets
quilts (PD0019) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Blankets
quilts (PD0019) 100.0%Organic Wool (RM0079) Organic Home textiles (PC0010) Towels
shawls
toilet linen (PD0017) 100.0%Organic Cotton (RM0104) Organic Men's apparel (PC0001) Sweaters
veils [Cachecol] (PD0028) 100.0%Organic Cotton (RM0104) Organic Women's apparel (PC0002) Sweaters"
A. G. DRESSES LIMITED.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,Hasan,,"Plot # 09, Block # C, Tongi I/A, Himardighi",USB 004153,USB Certification,2024-08-01,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) Pants
blouses (PD0005) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Pants
blouses (PD0005) - 95% organic cotton (RM0104) + 5% viscose (rayon) (RM0238)
skirts (PD0011) - 100% organic cotton (RM0104) Pants
trousers (PD0003) - 100% organic cotton (RM0104) Shirts
trousers (PD0003) - 90% organic cotton (RM0104) + 5% viscose (rayon) (RM0238) + 5% elastane (RM0160) Shirts
trousers (PD0003) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Dresses
trousers (PD0003) - 95% organic cotton (RM0104) + 5% viscose (rayon) (RM0238) Babies clothing (PD0013) - 100% organic cotton (RM0104) Shirts"
"A. J. Gonçalves, S.A.",Portugal (PT),Accessories,,,,,1048944,Control Union Certifications,2024-11-18,"Women's apparel (PC0002) Socks
hosiery (PD0009)
hosiery (PD0009) Children's apparel (PC0004) Socks
hosiery (PD0009) Men's apparel (PC0001) Socks
hosiery (PD0009) Unisex apparel (PC0005) Socks"
A. J. Textile Mills Limited,Pakistan (PK),"Raw Fibres, Yarns",,,zahid.ali@azizgrp.com,"Plot No. 209, Road No. 6, Gadoon Industrial Estate, Gadoon Amazai,",CU 819172,Control Union Certifications,2024-02-14,Greige yarns (PC0030) Carded yarns (PD0067) 100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Greige yarns (PC0030) Carded yarns (PD0067) 2.0%Elastane (Spandex) (RM0160) 98.0%Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Undyed fibers (PC0034) Comber noil (PD0082) 100.0%Organic Cotton (RM0104)
A. Kudrešovo Firma,Lithuania (LT),"Ladieswear, Garments",,Vaida Petkūnienė,vaida@kudreshov.com,,CERES-1008,Ceres,2024-09-07,"Brassieres
T-shirts singlets (PD0007)
Undergarment sleepwear robes (PD0006)
garters (PD0012)
suspenders"
A. Sampaio & Filhos - Têxteis S.A.,Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 855955,Control Union Certifications,2024-02-11,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Wool (RM0079) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 70.0%Organic Cotton (RM0104) 30.0%Flax (Linen) (RM0108) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 78.0%Organic Cotton (RM0104) 22.0%Flax (Linen) (RM0108) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 78.0%Organic Cotton (RM0104) 22.0%Recycled pre/post-consumer Polyester (RM0187) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Elastane (Spandex) (RM0160) 17.0%Recycled pre/post-consumer Polyester (RM0187) 80.0%Organic Cotton (RM0104) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 13.0%Recycled pre/post-consumer Polyester (RM0187) 87.0%Organic Cotton (RM0104) Made With Organic – In Conversion Dyed fabrics (PC0025) Knitted fabrics (PD0058) 8.0%Recycled pre/post-consumer Polyester (RM0187) 3.0%Elastane (Spandex) (RM0160) 89.0%Organic Cotton (RM0104) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 10.0%Elastane (Spandex) (RM0160) 90.0%Organic Cotton (RM0104) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 92.0%Organic Cotton (RM0104) 8.0%Elastane (Spandex) (RM0160) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 96.0%Organic Cotton (RM0104) 4.0%Elastane (Spandex) (RM0160) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Elastane (Spandex) (RM0160) 97.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 98.0%Organic Cotton (RM0104) 2.0%Elastane (Spandex) (RM0160) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 1.0%Elastane (Spandex) (RM0160) 99.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 87.0%Organic Cotton (RM0104) 13.0%Recycled pre/post-consumer Polyester (RM0187) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 2.0%Elastane (Spandex) (RM0160) 98.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Undyed yarns (PC0031) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Organic
A.B EXPORTS PVT LTD,Pakistan (PK),"Ladieswear, Fabrics, Men's wear, Home Textiles",,,,"CHAK#120 RB, LASSANI PULLI, KHYABAN GARDEN, SARGODHA ROAD",USB 005678,USB Certification,2024-05-23,"Woven fabrics (PD0059) - 100% organic cotton (RM0104) Shirts
bed sheets (PD0015) - 100% organic silk (RM0067)
blouses (PD0005) - 100% organic cotton (RM0104) T-shirts
singlets (PD0007) - 100% organic cotton (RM0104) Pants
trousers (PD0003) - 100% organic cotton (RM0104) Bed linen"
A.G. LAMBRUGO & FIGLI SRL,Italy (IT),Fabrics,,Stefano Lambrugo,STE.LAMBRUGO@GMAIL.COM,Via Xx Settembre 38,ICEA-TX-1490,ICEA Istituto per la Certificazione Etica e Ambientale,2024-11-28,Dyed fabrics (PC0025)
A.G.C. SRL,Italy (IT),Product category (other),,Irne Ghizzoni,irene@agcsrl.com,"VIA PINTOR, 15",ICEA-TX-1624,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-22,"Carried accessories (PC0011)
Functional accessories (PC0017)"
A.G.M. DI ACCIAIOLI E C. SRL,Italy (IT),Fabrics,,,agm@agmtex.it,VIA DELL'INDUSTRIA 78,1110381,Control Union Certifications,2024-07-20,Dyed fabrics (PC0025) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104)
A.M. EXPO FAB,India (IN),"Fabrics, Yarns",,M. Sethuraman,amsethuraman@gmail.com,"11D/C, 12TH CROSS, VIVEKANANDA NAGAR, SENGUNTHAPURAM POST",EGL/228993,Ecocert Greenlife,2024-09-30,"Carded Yarn (PD0067)- 100% Organic Cotton (RM0104)
Open-end yarns (PD0066)- 100% Organic Cotton (RM0104)"
A.Q TEXTILES (PVT) LTD,Pakistan (PK),Accessories,,,,"APPARTMENT NO 3/4 ST NO 1, 2ND FLOOR REHMAN CENTER",USB TEX2037,USB Certification,2024-03-15,"Bags
handbags
pouches (PD0024) 100% organic cotton (RM0104)
totes"
A.R Apparels (Pvt) Ltd.,Pakistan (PK),Garments,,,bilal@artapparels.com,"R.B 200, Gutwala Lathianwala Road, opposite Al-Aziz Packages,",1099199,Control Union Certifications,2024-03-14,"Unisex apparel (PC0005) Overcoats
jackets
trousers (PD0003) 100.0%Organic Cotton (RM0104)
vests (PD0001) 100.0%Organic Cotton (RM0104) Unisex apparel (PC0005) Pants"
A.R. EXPORTS,India (IN),Fabrics,,Mr.Tushar Jinsal,ar_exports@yahoo.com,,276533,Ecocert Greenlife,2024-03-05,"10%Flax (RM0108)
15%Flax (RM0108)
2%Elastane (RM0160)
20%Flax (RM0108)
25%Flax (RM0108)
3%Elastane (RM0160)
30%Flax (RM0108)
5%Elastane (RM0160)
5%Flax (RM0108)
7%Elastane (RM0160)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 85% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 90% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 95% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 95% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 97% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 98% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 100% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 70% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 75% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 80% Organic Cotton (RM0104)
Greige fabrics (PC0026)- Woven fabrics (PD0059)- 93% Organic Cotton (RM0104)"
A.V. CREATIONS,India (IN),Fabrics,,,,"Shop No- 2004, Vikas Logistic Park, KUMBHARIYA",231279,Intertek Testing Services,2024-10-19,
A/S Vest-tex Mayflower,Denmark (DK),Yarns,,,,,1185986,Control Union Certifications,2024-11-23,
a&n&a GmbH & Co. KG,Germany (DE),Home Textiles,,Sarah Wolf,sarah.wolf@ana-aqualine.de,,269122,Ecocert Greenlife,2024-10-11,"100% Organic Cotton (RM0104)
Home Textiles (PC0010)
Towels
kitchen linen
toilet linen (PD0017)"
A1 COTTON NET FABRIC,India (IN),Fabrics,,,,"1/386, THANGAVEL COMPOUND, ERODE MAIN ROAD, AUTHUR PIRIVU, AATHUR",223448,Intertek Testing Services,2024-03-15,
A1 COTTON NET FABRIC,India (IN),Fabrics,,,,"1/386, THANGAVEL COMPOUND, ERODE MAIN ROAD, AUTHUR PIRIVU, AATHUR",223448,Intertek Testing Services,2024-03-15,Dyed fabrics | PC0025 Greige fabrics | PC0026 Undyed fabrics | PC0027
"A1 Home Collections LLC, DBA DELARA",United States (US),"Home Textiles, Product category (other)",,,akshaybahl@a1homecollections.com,"6801 114th Avenue North Unit C Largo, 33773",011010,IDFL,2024-06-18,Product category (other) - Bedding (PC0015) Bedding (PC0015) Mattresses (PD0034) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Bed Linen (PD0015) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Bed Sheets (PD0015) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Bedspreads (PD0019) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Blankets (PD0019) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Curtains (PD0020) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Cushions (PD0023) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Napkins (PD0016) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Pillows (PD0023) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Quilts (PD0019) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Table Linen (PD0016) Organic Cotton (RM0104) GOTS (Organic) 21427 Home Textiles (PC0010) Towels (PD0017) Organic Cotton (RM0104) GOTS (Organic) 21427
AA Canvas Company,India (IN),Fabrics,,ASHOK KUMAR,ashok@aacanvas.co,"177-A, Azad Market",217155,Ecocert Greenlife,2023-12-31,"Dyed Woven fabrics (PD0059) -100% Organic Cotton (RM0104)
Grey Woven fabrics (PD0059)- 100% Organic Cotton (RM0104)"
AA Coarse Spun Limited,Bangladesh (BD),Yarns,,,,Sreepur,197235,Intertek Testing Services,2024-02-18,Carded yarns | PD0067 Open-end yarns | PD0066
AA Yarn Mills Ltd,Bangladesh (BD),"Raw Fibres, Yarns",,,,"Nagar Howla, Sreepur",CB-GOTS-CUC-03- 896217,Control Union Certifications,2024-07-26,Greige yarns (PC0030) / Carded yarns (PD0067) - 100% Organic Cotton (RM0104) Undyed fibers (PC0034) / Lint cotton (PD0074) - 100% Organic Cotton (RM0104)
AAA Solutions,Pakistan (PK),"Ladieswear, Men's wear",,Rehan Majeed Khan,,"PLOT NO. 51, SECTOR-12/C, NORTH KARACHI INDUSTRIAL AREA,,",GCL-302247,GCL International,2024-05-07,"Men's Apparel (PC0001) Pants
cardigans (PD0004) 100% Organic Cotton (RM0104)
cardigans (PD0004) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Sweaters
pullovers
pullovers
singlets (PD0007) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Sweaters
singlets (PD0007) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) T shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) T shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Pants"
"AAC TÊXTEIS, S.A.",Portugal (PT),"Children's wear, Ladieswear, Men's wear",,Leonor Gonçalves,leonor@aactexteis.pt,,CTV-920017,CTV – Certificação de Têxteis e de Vestuário,2024-11-22,"Pants
T-shirts
blouses
cardigans
dresses
pullovers
shirts
singletes
skirts
sweaters
trousers"
Aadhava Apparels,India (IN),"Accessories, Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Home Textiles, Yarns",,,,"SF No:151/1B, No: 4/57, Thanchankadu, Near KCM Nagar, Karumapalayam Village,",GCL-301860,GCL International,2024-08-10,"Cushions (PD0023) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Pants
Men's Apparel (PC0001) T shirts
Pouches (PD0024) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Dresses
bed sheets (PD0015) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Blankets
bedspreads
blouses (PD0005) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Sweaters
cardigans (PD0004) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) T shirts
cardigans (PD0004) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Sweaters
cardigans (PD0004) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) T shirts
cardigans (PD0004) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Children's Apparel (PC0004) T shirts
handbags
pullovers
pullovers
pullovers
pullovers
quilts (PD0019) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Pillows
robes (PD0006) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Undergarment
robes (PD0006) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Dresses
robes (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Undyed fabrics (PC0027) Knitted Fabrics (PD0058) 100% Organic cotton (RM0104) Undyed fabrics (PC0027) Knitted Fabrics (PD0058) 95% Organic cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Unisex Apparel (PC0005) T-Shirts
robes (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Children's Apparel (PC0004) Sweaters
singlets (PD0007) 100% Organic Cotton (RM0104) Babies Apparel (PC0003) Babies' accessoriesQ (PD0014) 100% Organic Cotton (RM0104) Babies Apparel (PC0003) Babies' clothing (PD0013) 100% Organic Cotton (RM0104) Babies Apparel (PC0003) Babies' clothing (PD0013) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Carried Accessories (PC0011) Bags
singlets (PD0007) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) T shirts
singlets (PD0007) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Dyed Yarns (PC0029) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Knitted fabrics (Cut panels) (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted fabrics (Cut panels) (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) T shirts
singlets (PD0007) 100% Organic Cotton (RM0104) Unisex Apparel (PC0005) T-Shirts
singlets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Undergarment
singlets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Undergarment
singlets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Greige Yarns (PC0030) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Bed linen
singlets (PD0007) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Suits
skirts (PD0011) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Dresses
skirts (PD0011) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Pants
skirts (PD0011) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
sleepwear
sleepwear
sleepwear
sleepwear
suit & pants (PD0002) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Pants
suit & pants (PD0002) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
totes
trousers (PD0003) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Undergarment
trousers (PD0003) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Pants
trousers (PD0003) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Shirts
trousers (PD0003) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Sweaters
trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Children's Apparel (PC0004) Suits"
AADHITH FASHIONS,India (IN),"Babywear, Ladieswear, Men's wear, Garments",,,ram@aadhithfashions.in,"NO.219-A, RAMABIRAN COLONY DHARAPURAM ROAD, TIRUPUR, 641604",015878,IDFL,2024-05-02,Men's Apparel (PC0001) T-shirts (PD0007) Organic Cotton (RM0104) GOTS (Organic) 57825 Women's Apparel (PC0002) T-shirts (PD0007) Organic Cotton (RM0104) GOTS (Organic) 57825 Unisex Apparel (PC0005) T-shirts (PD0007) Organic Cotton (RM0104) GOTS (Organic) 57825 Babies' Apparel (PC0003) Babies' clothing (PD0013) Organic Cotton (RM0104) GOTS (Organic) 57825 Babies' Apparel (PC0003) Babies' Accessories (PD0014) Organic Cotton (RM0104) GOTS (Organic) 57825
AADHYA TRADELINKS,India (IN),"Raw Fibres, Yarns",,,,"DHASA, MAON ROAD, DHASA JUNCTION, DHASA, DHASA, Botad",GOTS-20200633,GSCS,2024-05-31,Carded yarns (PD0067) Lint cotton (PD0074)
Aakarsh Exports,India (IN),"Ladieswear, Fabrics",,,ajay@aakarshexports.com,"A-23, Sector - 63, Gautam Budh Nagar, Noida, 201301",016454,IDFL,2024-05-04,
