company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
AARTHI A1 HOME TRENDS (P) LTD,India (IN),"Accessories, Babywear, Fabrics, Home Textiles, Product category (other), Yarns",,B. Sivachandran B. Sivachandran,saminathan@aarthia1traders.com,,155769,Ecocert Greenlife,2023-12-31,"Babies apparel (PC0003) Babies accessories (PD0014) 100% Organic cotton (RM0104)
Bedding (PC0015) Mattresses (PD0034) 100% Organic cotton (RM0104)
Carried accessories (PC0011) Bags
Dyed fabrics (PC0025) Woven fabrics (PD0059) 100% Organic cotton (RM0104)
Dyed yarns (PC0029) Carded yarns (PD0067) 100% Organic Cotton (RM0104)
Greige yarns (PC0030) Open end yarns (PD0066) 100% Organic cotton (RM0104)
Home textiles (PC0010) Bed linen
Home textiles (PC0010) Blankets
Home textiles (PC0010) Carpets
Home textiles (PC0010) Curtains
Home textiles (PC0010) Hats
Home textiles (PC0010) Pillows
Home textiles (PC0010) Table linen
Home textiles (PC0010) Towels
Worn accessories (PC0012) Gloves
Worn accessories (PC0012) Scarves
bed sheets(PD0015) 100% Organic cotton (RM0104)
bedspreads
blinds (PD0020) 100% Organic cotton (RM0104)
caps
cushions (PD0023) 100% Organic cotton (RM0104)
floor coverings (PD0022) 100% Organic cotton (RM0104)
hand covering (PD0026) 100% Organic cotton (RM0104)
handbags
head coverings (PD0030) 100% Organic cotton (RM0104)
kitchen linen
mittens
napkins (PD0016) 100% Organic cotton (RM0104)
pouches (PD0024) 100% Organic cotton (RM0104)
quilts (PD0019) 100% Organic cotton (RM0104)
rugs
shawls
tablecloth
toilet linen (PD0017) 100% Organic cotton (RM0104)
totes
veils (PD0028) 100% Organic cotton (RM0104)"
AARTHIA IMPEX,India (IN),"Babywear, Fabrics, Home Textiles, Yarns",,,naveen@aarthiaimpex.com,"S.F.NO.411 412, Door No./Plot No.: 13D, Vivekanantha Nagar,",203746,Intertek Testing Services,2024-03-29,Babies' apparel | PC0003 Home textiles | PC0010 Carried accessories | PC0011 Worn accessories | PC0012 Outdoor | PC0018 Dyed fabrics | PC0025 Greige fabrics | PC0026 Greige yarns | PC0030
AARTI INTERNATIONAL LIMITED,India (IN),Fabrics,,,,"Aarti Complex, G.T.Road, Millerganj 141003 Ludhiana",GOTS-BVIN0043,Bureau Veritas,2024-05-08,
Aarti Yarnfab Private Limited,India (IN),Yarns,,Mr. Sudhir Gupta,sudhir@aartiyarnfab.com,"Alipur Road, Kohand, Gharaunda, Karnal, 132114",CU 1129074,Control Union Certifications,2024-11-02,Greige yarns (PC0030) Carded yarns (PD0067) -100.0% Organic Cotton (RM0104)
AASEERVAA FABRICS,India (IN),"Accessories, Babywear, Home Textiles",,,,"4/105, Anna Nagar, Konthalam Post, Paramathy",225949,Intertek Testing Services,2024-06-30,Worn accessories | PC0012 Outdoor | PC0018 Carried accessories | PC0011 Hard goods | PC0022 Home textiles | PC0010 Babies' apparel | PC0003
Aathira Traders,India (IN),"Fabrics, Yarns, Home Textiles, Product category (other)",,,,"S.F.No.177/2 - C, Plot No.20, Karur-Salem Bye-Pass Road",157924,Intertek Testing Services,2024-04-04,"Towels
bed sheets Gloves
bedspreads
blinds Bed linen
camping goods Bags
cushions Curtains
floor coverings Normally combed yarns Table linen
hand covering Carded yarns Other (Aprons) Carpets
handbags
kitchen linen
mittens
napkins Tents
pouches
quilts Woven fabrics Pillows
rugs
sails
tablecloth
toilet linen Blankets
totes"
AATREYA EXPORT,India (IN),"Accessories, Fabrics, Home Textiles",,,kmrameshragavan@gmail.com,"277/7, THARANI GARDEN, PREM NAGAR KATHAPARAI, KARUR, 639006",017092,IDFL,2024-06-22,Home Textiles (PC0010) Bed Sheets (PD0015) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Curtains (PD0020) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Bed Linen (PD0015) (Fabric) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Napkins (PD0016) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Towels (PD0017) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Table Linen (PD0016) Organic Cotton (RM0104) GOTS (Organic) Home Textiles (PC0010) Kitchen linen (PD0017) Organic Cotton (RM0104) GOTS (Organic) Carried Accessories (PC0011) Bags (PD0024) Organic Cotton (RM0104) GOTS (Organic) Carried Accessories (PC0011) Handbags (PD0024) Organic Cotton (RM0104) GOTS (Organic) Carried Accessories (PC0011) Totes (PD0024) Organic Cotton (RM0104) GOTS (Organic) Carried Accessories (PC0011) Pouches (PD0024) Organic Cotton (RM0104) GOTS (Organic) Greige Fabrics (PC0026) Woven Fabrics (PD0059) Organic Cotton (RM0104) GOTS (Organic)
Aauraa home fashion pvt ltd,India (IN),Product category (other),,Harimenan M,aauraa4@aauraainternational.co.in,,ICEA-TX-3160,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-04,"Bedding (PC0015)
Carried accessories (PC0011)
Home textiles (PC0010)"
AAVESH CLOTHING,India (IN),"Babywear, Ladieswear, Children's wear, Men's wear",,MR.AAVESH GOENKA,avesh@aveshintl.com,TIRUPUR 641602 Tamil Nadu INDIA,279897,Ecocert Greenlife,2024-06-07,"Babies apparel (PC0003)
Children apparel (PC0004)
Men apparel (PC0001)
Women apparel (PC0002)"
Aayush Spintex Private Limited,India (IN),Product category (other),,Mr. Sanjay Agrawal,sktextiles131@gmail.com,"Gram Limbodagari, 392/, 392/2, Sanwer Road,",CU 1023946,Control Union Certifications,2024-01-10,Undyed fibers Comber noil -100.0%Organic Cotton
AB Apparels Ltd.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",,,,"225/222 Singair Road, Hemayetpur, Savar, 1340, Dhaka, BD-C, Bangladesh, BD",GOTS-20200483,GSCS,2024-08-31,"Activewear
Babies' clothing (PD0013)
Dresses
Overcoats
Pants
Shirts
T-shirts
Undergarment
blouses (PD0005)
jackets
robes (PD0006)
singlets (PD0007)
skirts (PD0011)
sleepwear
sportswear (PD0008)
trousers (PD0003)
vests (PD0001)"
AB Cotspin India Limited,India (IN),"Fabrics, Yarns, Product category (other)",,Mr. Deepak Garg,info@abcotspin.in,"Bhatinda Road, Jaitu",CU 1010809,Control Union Certifications,2024-05-05,Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) -100.0% Organic Cotton (RM0104) Undyed fibers (PC0034) Comber noil (PD0082) -100.0% Organic Cotton (RM0104) Undyed fibers (PC0034) Other [Roving] (PD0100) -100.0% Organic Cotton (RM0104) Undyed fibers (PC0034) Lint cotton (PD0074) -100.0% Organic Cotton (RM0104)
AB COTTON TEXTILES PVT. LTD,India (IN),Yarns,,,,"NEAR SPORTKING FACTORY, 684 25-0,FARIDKOT ROAD, VILLAGE JEEDA",232225,Intertek Testing Services,2024-11-28,
AB Mart Fashion Wear Ltd.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"786, Kakil Sataish, Borodawra, 13/3, Purbopara, Mudafa, Tongi",CERES-1050,Ceres,2024-12-22,"Babies' accessories (PD0014)
Babies' clothing (PD0013)
Dresses / skirts (PD0011)
Overcoats / jackets / vests (PD0001)
Pants / trousers (PD0003)
Shirts / blouses (PD0005)
Sweaters
T-shirts / singlets (PD0007)
cardigans (PD0004)
pullovers"
AB SCREENS,"India (IN)
Tamil Nadu",Fabrics,,,,"D.NO / PLOT NO .SHED NO 7A ,7B,7C TEKIC,TEA NAGAR,SIDCO,MUDALIPALAYAM",225919,Intertek Testing Services,2024-08-11,Printed fabrics | PC0039
ABA Fashions Limited,Bangladesh (BD),"Ladieswear, Men's wear",,Easin Mahmud,,"521/1 Gacha, Gazipur City Corporation,",GCL-3074,GCL International,2024-06-30,"Men's Apparel (PC0001) Pants
trousers (PD0003) 100% Organic Cotton (RM0104)
trousers (PD0003) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Pants
trousers (PD0003) 81% Organic Cotton (RM0104) + 17% Recycled Pre/Post Consumer Polyester (RM0187) + 2% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 81% Organic Cotton (RM0104) + 17% Recycled Pre/Post Consumer Polyester (RM0187) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 82% Organic Cotton (RM0104) + 15% Recycled Pre/Post Consumer Polyester (RM0187) + 3% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 82% Organic Cotton (RM0104) + 15% Recycled Pre/Post Consumer Polyester (RM0187) + 3% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 92% Organic Cotton (RM0104) + 5% Elastomultiester (elasterell-P) (RM0164) + 3% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 92% Organic Cotton (RM0104) + 5% Elastomultiester (elasterell-P) (RM0164) + 3% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 93% Organic Cotton (RM0104) + 7% Elastomultiester (elasterell-P) (RM0164) Men's Apparel (PC0001) Pants
trousers (PD0003) 93% Organic Cotton (RM0104) + 7% Elastomultiester (elasterell-P) (RM0164) Women's Apparel (PC0002) Pants
trousers (PD0003) 95% Organic Cotton (RM0104) + 3% Elastomultiester (elasterell-P) (RM0164) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 95% Organic Cotton (RM0104) + 3% Elastomultiester (elasterell-P) (RM0164) + 2% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 96% Organic Cotton (RM0104) + 3% Elastomultiester (elasterell-P) (RM0164) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 96% Organic Cotton (RM0104) + 3% Elastomultiester (elasterell-P) (RM0164) + 1% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
trousers (PD0003) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Men's Apparel (PC0001) Pants
trousers (PD0003) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants"
Aba Tekstil Orme San. Ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Nagihan Sahin,info@abatekstil.com.tr,"Yenibosna Merkez Mah. Prof. Dr. Nevzat Pisak Cad. No:14, Bahcelievler",CU 861283,Control Union Certifications,2024-09-30,Grey futter fabrics - 95% Organic Cotton + 5% Elastane Grey interlock fabrics - 100% Organic Cotton
ABANA (Mauritius) Ltd,Mauritius (MU),Garments,,Rehza Khan,rehzakhan@abana.mu,"Vel Industrial Complex, Royal Road - Mapou Leclezio",256216,Ecocert Greenlife,2024-03-30,"Overcoats
cardigans (PD0004) Dresses
jackets
pullovers
skirts (PD0011)
trousers (PD0003) Sweaters
vests (PD0001) Pants"
Abanti Colour Tex Ltd.,Bangladesh (BD),"Babywear, Children's wear, Fabrics, Garments, Ladieswear, Men's wear, Sportswear, Underwear, Socks",,,,,CERES-0515,Ceres,2024-12-15,"Babies' clothing (PD0013)
Babies’ apparel (PC0003)
Cardigans (PD0004)
Children’s apparel (PC0004)
Men’s apparel (PC0001)
Pants
Pullovers
Singlets (PD0007)
Sweaters
T-Shirts
Trousers (PD0003)
Women's apparel (PC0002)"
ABARNA EXPORTS,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories, Home Textiles",,,,"SF.308, No. 3-110, Pattatharasi Amman Kovil, Opp. 2nd Street,",192751-GOTS,Intertek Testing Services,2024-10-17,"Pants
bed sheets Table linen
bedspreads
blinds Carpets
cushions Bags
floor coverings Pillows
handbags
kitchen linen
napkins Towels
pouches Other (Aprons) Knitted fabrics Woven fabrics Carded yarns Normally combed yarns
quilts Curtains
rugs
singlets Dresses
skirts Babies' clothing Bed linen
tablecloth
toilet linen Blankets
totes
trousers T-shirts"
ABC ITALIA SRL,Italy (IT),Fabrics,,Marzia Nicoli,,,1166203,Control Union Certifications,2024-09-28,
ABC TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),"Fabrics, Home Textiles",,,,Pinarkent mahallesi Sahinler Kume Evler No:136 Pamukkale,227709,Intertek Testing Services,2024-09-12,"Babies' accessories
Bed linen
Blankets
Terry fabrics
Towels
Woven fabrics
bed sheets
bedspreads
kitchen linen
quilts
toilet linen"
"Abdullaeva International Trade Co, California ""C"" Corporation; DBA Sleep & Beyond",United States (US),"Babywear, Fabrics, Raw Fibres, Home Textiles",,,,,OT-024204,Oregon Tilth Inc.,2024-03-27,"Babies' apparel (PC0003) Babies' clothing (PD0013)
Babies' apparel (PC0003) Blankets
Babies' apparel (PC0003) Blankets
Bedding (PC0015) Bed linen
Bedding (PC0015) Bed linen
Bedding (PC0015) Bed linen
Bedding (PC0015) Bed linen
Bedding (PC0015) Bed linen
Bedding (PC0015) Bed linen
Fabrics (PC0028) Woven fabrics (PD0059)
Home textiles (PC0010) Blankets
Home textiles (PC0010) Towels
Undyed fibers (PC0034) Scoured fiber (PD0078) Wool Fiber
bed sheets (PD0015) Duvet Cover
bed sheets (PD0015) Fitted Sheet
bed sheets (PD0015) Mattress Protector
bed sheets (PD0015) Pillow Case Set
bed sheets (PD0015) Pillow Sham
bed sheets (PD0015) Sheet Set
bedspreads
bedspreads
bedspreads
kitchen linen
quilts (PD0019)
quilts (PD0019) Baby Bedding
quilts (PD0019) Swaddle
toilet linen (PD0017) Organic Towel"
ABE Cotton Tekstil Sanayi ve Tic. Ltd. Sti.,Turkey (TR),"Raw Fibres, Product category (other)",,Merve Uredi,export@abecotton.com,Egricam Mahallesi Adnan Menderes Blv. No:170/11,CU 1003923,Control Union Certifications,2024-05-13,Fibres
ABF KNIT WEAR LTD.,Bangladesh (BD),Men's wear,,,,"Plot No - B - 129-130, BSCIC I/A, Road No- 01, Lane-06, Fatullah",USB TEX6723,USB Certification,2024-04-13,Men`s apparel (PC0001)
Abhayan Expo Fab,India (IN),"Fabrics, Yarns",,Mr. Kumaresan Balraj,abhayanexpofab2020@gmail.com,"3-364/44, Roja Nagar 4th Street, Kolathu Kadu, Pallipalaiyam Agraharam Part,",CU 1144563,Control Union Certifications,2024-10-13,Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Undyed fabrics (PC0027) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Dyed yarns (PC0029) Carded yarns (PD0067) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) -100.0% Organic Cotton (RM0104) Dyed yarns (PC0029) Normally combed yarns (PD0102) -100.0% Organic Cotton (RM0104) Greige yarns (PC0030) Normally combed yarns (PD0102) -100.0% Organic Cotton (RM0104)
ABHEEK ORGANIC FARM & EXPORTS,India (IN),"Yarns, Product category (other)",,,,"306, Satyamev Eminence , B/S, Saptak bungalow",157247,Intertek Testing Services,2024-03-09,Carded yarns Lint cotton Open-end yarns Super combed yarns Normally combed yarns
Abhi Fab (P) Limited,India (IN),Fabrics,,Mr. Sourabh Mishra,abhifab1@gmail.com,"Plot No- 304, Sector- 06 IMT Manesar",CU 1154808,Control Union Certifications,2024-12-12,Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted fabrics (PD0058) -100.0% Organic Cotton (RM0104)
ABHIHOME EXPORTS LLP,India (IN),"Accessories, Raw Fibres, Fabrics, Home Textiles",,,,"Plot no. 186, sector- 25, Part- 2, Panipat, 132103,",GOTS-BVIN0048,Bureau Veritas,2024-06-13,
Abhitex International,India (IN),"Fabrics, Home Textiles",,,,"Village Pasina, G.T.Road, Opposite Police Lines,",197335-GOTS,Intertek Testing Services,2024-01-02,"Bed linen
bed sheets Blankets
bedspreads
cushions Table linen
floor coverings Pillows
kitchen linen
napkins Woven fabrics
quilts Towels
rugs
tablecloth
toilet linen Carpets"
Abilheira & Cunha Texteis LDA,Portugal (PT),Garments,,Angela ABILHEIRA,contabilidade.abi@mail.telepac.pt,Rua Nova do Corujo Lote 2,00278650,Ecocert Greenlife,2024-06-13,"Pants
cardigans (PD0004) T-shirts
pullovers
singlets (PD0007)
trousers (PD0003) Sweaters"
"Abilhetex - Industria Textil, Lda",Portugal (PT),Fabrics,,Manuel Abilheira,abilhetex@gmail.com,,CB-GOTS-CUC-03- 164889,Control Union Certifications,2024-03-30,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 4.0%Elastane (Spandex) (RM0160) 96.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Elastane (Spandex) (RM0160) 97.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Polyamide (Nylon) (RM0182) 97.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 2.0%Elastane (Spandex) (RM0160) 98.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 15.0%Hemp (RM0114) 85.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 4.0%Elastane (Spandex) (RM0160) 96.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 14.0%Hemp (RM0114) 5.0%Elastane (Spandex) (RM0160) 81.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 91.0%Organic Cotton (RM0104) 9.0%Hemp (RM0114) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 8.0%Elastane (Spandex) (RM0160) 92.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 7.0%Elastane (Spandex) (RM0160) 93.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 6.0%Elastane (Spandex) (RM0160) 94.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 97.0%Organic Cotton (RM0104) 3.0%Elastane (Spandex) (RM0160) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 3.0%Polyamide (Nylon) (RM0182) 97.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 98.0%Organic Cotton (RM0104) 2.0%Elastane (Spandex) (RM0160) Organic Undyed yarns (PC0031) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Organic
"Abílio Freire, Lda",Portugal (PT),"Fabrics, Home Textiles, Product category (other)",,Ângela Mendes,comercial@afreire.com,,CTV-930491,CTV – Certificação de Têxteis e de Vestuário,2024-08-29,"Babies' accessories (PD0014)
Bed linen
Blankets
Woven fabrics (PD0059)
bed sheets (PD0015)
bedspreads
quilts (PD0019)"
Abinaa Textiles,India (IN),"Accessories, Fabrics, Home Textiles, Yarns",,,,"No 557 C/1, Salem Main Road, Vangapalayam, Vengamedu Post",222527,Intertek Testing Services,2024-06-04,Home textiles | PC0010 Carried accessories | PC0011 Worn accessories | PC0012 Outdoor | PC0018 Dyed fabrics | PC0025 Greige fabrics | PC0026 Greige yarns | PC0030
Abinaya Grineters,India (IN),"Fabrics, Yarns, Accessories, Home Textiles",,Mr.Vinod A Kumar,info@abinaya.in,"No.46, Fourth Cross, Vaiyapuri Nagar,",CU 835009,Control Union Certifications,2024-01-12,"Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Carded yarns (PD0067) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Carpets
Home textiles (PC0010) / Curtains
Home textiles (PC0010) / Other [Chair pads] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Placemats] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Pot holders] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Pillows
Home textiles (PC0010) / Table linen
Home textiles (PC0010) / Towels
Worn accessories (PC0012) / Gloves
Worn accessories (PC0012) / Handkerchiefs (PD0029) - 100.0% Organic Cotton (RM0104)
Worn accessories (PC0012) / Other [Aprons] (PD0100) - 100.0% Organic Cotton (RM0104)
blinds (PD0020) - 100.0% Organic Cotton (RM0104)
cushions (PD0023) - 100.0% Organic Cotton (RM0104)
floor coverings (PD0022) - 100.0% Organic Cotton (RM0104)
hand covering (PD0026) - 100.0% Organic Cotton (RM0104)
kitchen linen
mittens
napkins (PD0016) - 100.0% Organic Cotton (RM0104)
rugs
tablecloth
toilet linen (PD0017) - 100.0% Organic Cotton (RM0104)"
Abir Fashions,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear, Garments",,,,,CERES-0620,Ceres,2024-04-30,"Babies' clothing (PD0013)
Pants Trousers (PD0003)
T-Shirts (PD0007)"
ABIRAMI FASHION,India (IN),Fabrics,,,,"1/40, VMK Building, Annamalai Nagar, Bharathi Theatre Road, Veerappan,Chatram",USB 006179,USB Certification,2024-09-13,Woven fabrics (PD0059) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Woven fabrics (PD0059) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 70% organic cotton (RM0104) + 30% flax (linen) (RM0108) Woven fabrics (PD0059) - (Yarn Dyed) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)
