company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
AKASH COTEX,India (IN),Raw Fibres,,,,"B/H CLASSIC COTTON, CHARKHADI ROAD, GONDAL",223454,Intertek Testing Services,2024-10-02,
Akash Enterprises,India (IN),Yarns,,,,"A-64/2, GTK Road Industrial Area, Delhi, 110033, Delhi, IN-DL, India , IN",GOTS-20200586,GSCS,2024-01-03,"Carded yarns (PD0067) Normally combed yarns (PD0102)
Super combed yarns (PD0068)"
AKATEKS TEKSTIL SANAYII VE TICARET ANONIM SIRKETI CORLU SUBESI,Turkey (TR),Fabrics,,,,"Velimese OSB Mahallesi Corlu Cerkezkoy Yolu Cad. No:2/1, Ergene",USB 004089,USB Certification,2024-06-30,Knitted fabrics (PD0058) - 100% organic cotton (RM0104)
AKAY CORAP SANAYI VE TICARET LIMITED SIRKETI,Turkey (TR),"Ladieswear, Men's wear",,,,"Ikitelli OSB Mah Ataturk Bulvari No:110 D Blok K:1-2, Basaksehir",USB 003411,USB Certification,2024-06-30,"Socks
hosiery (PD0009) - 100% organic cotton (RM0104) Socks
hosiery (PD0009) - 98% organic cotton (RM0104) + 2% elastane (RM0160)"
Akay Lelmalabis Elgahizah LLC,Egypt (EG),"Ladieswear, Men's wear, Garments",,Ahmed Elbwab,ahmed.elbawab@akaygarments.com,"Industrial Zone - Port Said, Egypt.",CB-GOTS-CUC-03- 1283193,Control Union Certifications,2024-10-18,"Men's denim apparel (PC0006)
Product categories: Unisex denim apparel (PC0009)
Women's denim apparel (PC0007)"
AKBAS TEKSTIL OTOMOTIV SANAYI VE TICARET ANONIM SIRKETI CERKEZKOY SUBESI,Turkey (TR),Fabrics,,,,"Ismetpasa Mahallesi Organize Sanayi Bolgesi 5.Sokak No.7, Cerkezkoy",USB 007017,USB Certification,2024-06-20,Knitted fabrics (PD0058) - 100% organic cotton (RM0104)
Akbaslar Tekstil Enerji San. Ve Tic. A.S.,Turkey (TR),"Fabrics, Ladieswear",,Seda Gundogan,seda.gundogan@akbaslar.com,Ataturk Cad. No: 197 Gursu,CU 817457,Control Union Certifications,2024-06-30,"Dyed fabrics
Undyed fabrics
Women's apparel"
Akcakaya Group Tekstil A.S.,Turkey (TR),"Babywear, Garments, Ladieswear, Men's wear",,Rasim Akcakaya,rasim@akcakaya.biz,Buca OSB Mah. 2/20 Sok. No: 23 Buca,CU 813241,Control Union Certifications,2024-01-13,"Babies Caps
Babies bags
Babies blankets
Babies bodies
Babies bootees
Babies gloves
Babies sleeping bags Babies trousers
Babies t-shirts
Childrens denim shorts
Childrens denim trousers Childrens dresses
Childrens sweatshirts Childrens trousers
Childrens t-shirts Ladies denim shorts
Ladies denim trousers
Ladies sweat shirt
Ladies trousers Ladies t-shirts
Men sweatshirts Men t-shirts
Mens boxers
Mens denim shorts
Mens denim trousers Mens singlet
Mens trousers
babies jumpers"
Akcam Orme Kumas San. ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Yasin Cihandogdu,yasin@akcamtekstil.com.tr,Yakuplu Mh. Dereboyu Cad. No: 19/A Ic Kapı No: 4 Beylikduzu,CU 1022200,Control Union Certifications,2023-12-29,"Dyed fabrics
Greige fabrics
Greige yarns
Undyed fabrics"
Akcanlar Tekstil Sanayi ve Ticaret A.S.,Turkey (TR),Yarns,,Necmettin Acikalin,n.acikalin@akcanlartekstil.com,5. Org. San.Bol. 83567 No lu Cadde No: 4 Sehitkamil,CU 1012634,Control Union Certifications,2024-06-30,Yarns
AKDEM MAĞAZACILIK TİC.LTD.ŞTİ.,Turkey (TR),"Garments, Home Textiles",,Emre ALMAZOGLU,emre.a@akdemgroup.com,,00178631,Ecocert Greenlife,2023-12-30,Babies' clothing [socks] (PD0013) Towels (PD0017)
AKDEM TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,Turkey (TR),Fabrics,,,,"Kale Mah. Karasu OSB Akdem Tekstil Blok No:1, Kestel",USB 003555,USB Certification,2024-07-13,Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Akdeniz Iplik San. Ve Tic. Ltd. Sti.,Turkey (TR),Yarns,,Bahar Demir Oruc,muhasebe@akdeniziplik.com.tr,Cihangir Mh. Sehit Ugur Hanci Sk. No: 10 Ic Kapi No: 4 Avcilar,CU 1085123,Control Union Certifications,2024-07-18,Greige yarns
Akdoganlar Tekstil Makina San. ve Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Yarns",,Onur Yigit,onur@akdoganlartekstil.com.tr,Osmangazi Mahallesi Kat:2 3133. Sk. No:1 Esenyurt,CU 1009526,Control Union Certifications,2024-11-09,"Dyed fabrics (PC0025)
Greige fabrics (PC0026)
Undyed fabrics (PC0027)
Undyed yarns (PC0031)"
Akdoku Giyim San. Ve Tic. Ltd. Sti.,Turkey (TR),Garments,,Dilay Kose,dilay@akdoku.com.tr,Firuzkoy Mah. Firuzkoy Bulv. No: 118 Kat: 1 Avcilar,CU 1114999,Control Union Certifications,2024-06-29,Garments
Akdoku Tekstil ve Kimya San. Tic. Ltd. Sti.,Turkey (TR),"Fabrics, Yarns",,Dilay Kose,dilay@akdoku.com.tr,Firuzkoy Blv. No: 120 Bodrum Kat Avcilar,CU 856009,Control Union Certifications,2023-12-27,"Dyed fabrics
Greige fabrics
Greige yarns
Undyed fabrics"
Akel Baski Boya Tekstil San. ve Tic. A.S.,Turkey (TR),Fabrics,,,esra.ergen@akelfashion.com,Kestel Bursa Bursa,011234,IDFL,2024-04-28,Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 28549 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 28549
AKENNA TEKSTIL INS. SILAH VE AV MLZ. SAN. VE TIC. LTD.STI.,Turkey (TR),"Ladieswear, Children's wear, Men's wear",,,,Cihangir Mahallesi Guvercin Caddesi No :3/1/3 Avcilar,USB 002880,USB Certification,2024-10-25,"T-shirts
singlets (PD0007) - 100% organic cotton (RM0104) Dresses
singlets (PD0007) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160) Dresses
skirts (PD0011) - 100% organic cotton (RM0104) Pants
skirts (PD0011) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) T-shirts
skirts (PD0011) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)
trousers (PD0003) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Pants
trousers (PD0003) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) Pants
trousers (PD0003) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Pants
trousers (PD0003) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160) Dresses"
AKH Eco Apparels Ltd.,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,Mr. Rafiq Ahmed,,"495, Balitha, Shahbelishwer,",GCL-3519,GCL International,2024-11-18,"Women's Apparel (PC0002) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Shirts
blouses (PD0005) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Shirts
blouses (PD0005) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
blouses (PD0005) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160)
skirts (PD0011) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Pants
skirts (PD0011) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Shirts
trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Dresses
trousers (PD0003) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) Women's Apparel (PC0002) Dresses"
AKH Fashions Ltd.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear, Product category (other)",,,,"133-134, (Ground, 4th, 6th, 7th, 8th & 9th Floor), Hemayetpur, Savar",GOTS-20200315,GSCS,2024-07-02,"Shirts
blouses (PD0005) Overcoats
jackets
skirts (PD0011) Pants
trousers (PD0003)
vests (PD0001) Dresses"
AKH Knitting and Dyeing Ltd.,Bangladesh (BD),"Babywear, Children's wear, Garments",,,,"92, Rajphulbaria, Tetulzora, Savar,",CB-GOTS-CUC-03- 808555,Control Union Certifications,2024-11-28,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% In Conversion Cotton (RM0103)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 80% Organic Cotton (RM0104) + 20% Recycled pre/post-consumer Polyester (RM0187)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 80.0% Organic Cotton (RM0104) + 20.0% Recycled pre/post-consumer Polyester (RM0187)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Dresses
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / Pants
Children's apparel (PC0004) / T-shirts
Men's apparel (PC0001) / Shirts
Men's apparel (PC0001) / Sweaters
Men's apparel (PC0001) / Sweaters
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Pants
Women's apparel (PC0002) / Sweaters
Women's apparel (PC0002) / T-shirts
Women's apparel (PC0002) / T-shirts
Worn accessories (PC0012) / Hats
blouses (PD0005) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
caps
cardigans (PD0004) - 100.0% Organic Cotton (RM0104)
cardigans (PD0004) - 15.0% Recycled pre/post-consumer Polyester (RM0187) + 10.0% Viscose (rayon) (RM0238) + 75.0% Organic Cotton (RM0104)
cardigans (PD0004) - 80% Organic Cotton (RM0104) + 20% Recycled pre/post-consumer Polyester (RM0187)
head coverings (PD0030) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
pullovers
pullovers
pullovers
singlets (PD0007) - 100.0% Organic Cotton (RM0104)
singlets (PD0007) - 90.0% Organic Cotton (RM0104) + 10.0% Viscose (rayon) (RM0238)
singlets (PD0007) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
skirts (PD0011) - 100.0% Organic Cotton (RM0104)
skirts (PD0011) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
skirts (PD0011) - 7.0% Elastane (Spandex) (RM0160) + 93.0% Organic Cotton (RM0104)
trousers (PD0003) - 20.0% Recycled pre/post-consumer Polyester (RM0187) + 80.0% Organic Cotton (RM0104)
trousers (PD0003) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
trousers (PD0003) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
trousers (PD0003) - 92% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160) + 3% Recycled pre/post-consumer Polyester (RM0187)
trousers (PD0003)- 95% In Conversion Cotton (RM0103) + 5% Elastane (Spandex) (RM0160)"
AKH STITCH ART LTD.,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear",,,,"Chandanpur, Rajfulbaria, Hemayetpur",USB 007160,USB Certification,2024-08-15,"Shirts
blouses (PD0005) - 100% organic cotton (RM0104) Overcoats
jackets
vests (PD0001) - 100% organic cotton (RM0104)"
AKH WASHING LTD.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear, Yarns",,,,"Nandakhali, Rajfullbaria",USB 007120,USB Certification,2024-07-18,"Pants
blouses (PD0005) - 100% organic cotton (RM0104) Dresses
jackets
skirts (PD0011) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Overcoats
suit- pants (PD0002) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Carded yarns (PD0067) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Open-end yarns (PD0066) - 90% organic cotton (RM0104) + 10% viscose (rayon) (RM0238)
trousers (PD0003) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 90% organic cotton (RM0104) + 10% viscose (rayon) (RM0238) Shirts
vests (PD0001) - 100% organic cotton (RM0104) Suits"
AKHAN TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),Fabrics,,,,"Ismetpasa Osb Mahallesi 2. Sk. No: 5 A, Kapakli",USB 002207,USB Certification,2024-09-02,Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Knitted fabrics (PD0058) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Knitted fabrics (PD0058) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Knitted fabrics (PD0058) - (Melange knitted fabrics) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 92% organic cotton (RM0104) + 8% elastane (RM0160) Knitted fabrics (PD0058) - 94% organic cotton (RM0104) + 6% elastane (RM0160) Knitted fabrics (PD0058) - 91% organic cotton (RM0104) + 9% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160)
AKIJ TEXTILE MILLS LTD,Bangladesh (BD),"Fabrics, Yarns",,,manzurul.atml@akijtextile.com,"Golora, Charkhada, Koitta, sodor, Manikgonj Dhaka",015806,IDFL,2024-05-27,Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 22402 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 97% Organic Cotton (RM0104) + 3% Elastane (spandex) (RM0160) GOTS (Organic) 22402 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) 98% Organic Cotton (RM0104) + 2% Elastane (spandex) (RM0160) GOTS (Organic) 22402 Dyed Yarns (PC0029) Carded yarns (PD0067) 90% Organic Cotton (RM0104) + 10% Viscose (Rayon) (RM0238) GOTS (Made with Organic) 22402 Dyed Yarns (PC0029) Normally Combed Yarns (PD0102) 95% Organic Cotton (RM0104) + 5% Viscose (Rayon) (RM0238) GOTS (Organic) 22402 Dyed Yarns (PC0029) Carded yarns (PD0067) 100% In-Conversion Cotton (RM0103) GOTS (Organic in Conversion) 22402 Dyed Yarns (PC0029) Carded yarns (PD0067) 100% Organic Cotton (RM0104) GOTS (Organic) 22402 Dyed Yarns (PC0029) Carded yarns (PD0067) 98% Organic Cotton (RM0104) + 2% Viscose (Rayon) (RM0238) GOTS (Organic) 22402 Dyed Yarns (PC0029) Carded yarns (PD0067) 95% Organic Cotton (RM0104) + 5% Viscose (Rayon) (RM0238) GOTS (Organic) 22402 Dyed Yarns (PC0029) Normally Combed Yarns (PD0102) 100% In-Conversion Cotton (RM0103) GOTS (Organic in Conversion) 22402 Dyed Yarns (PC0029) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) GOTS (Organic) 22402 Greige Fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) GOTS (Organic) 22402 Greige Fabrics (PC0026) Woven Fabrics (PD0059) 98% Organic Cotton (RM0104) + 2% Elastane (spandex) (RM0160) GOTS (Organic) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 100% In-Conversion Cotton (RM0103) GOTS (Organic in Conversion) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 90% Organic Cotton (RM0104) + 10% Viscose (Rayon) (RM0238) GOTS (Made with Organic) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 95% Organic Cotton (RM0104) + 5% Viscose (Rayon) (RM0238) GOTS (Organic) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 99% Organic Cotton (RM0104) + 1% Viscose (Rayon) (RM0238) GOTS (Organic) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 100% Organic Cotton (RM0104) GOTS (Organic) Greige Yarns (PC0030) Normally Combed Yarns (PD0102) 100% In-Conversion Cotton (RM0103) GOTS (Organic in Conversion) 22402 Greige Yarns (PC0030) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) GOTS (Organic) 22402 Greige Yarns (PC0030) Carded yarns (PD0067) 98% Organic Cotton (RM0104) + 2% Viscose (Rayon) (RM0238) GOTS (Organic) Greige Yarns (PC0030) Normally Combed Yarns (PD0102) 90% Organic Cotton (RM0104) + 10% Viscose (Rayon) (RM0238) GOTS (Made with Organic)
AKIN RASEL FANTAZI ORME KUMAS SAN. VE TIC. LTD. STI.,Turkey (TR),Fabrics,,,,"Ballihoca Mah. Buyukkaristiran OSB Caddesi No:4/1 Ic Kapi No : 1, Muratli",USB 002318,USB Certification,2024-01-24,Knitted fabrics (PD0058) - 100% organic cotton (RM0104)
Alli Knits,India (IN),Fabrics,,,,"19/1, K.N.P Subramania Nagar Pudur main road Dharapuram Road,",GCL-301825,GCL International,2024-07-20,Greige fabrics (PC0026) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 93% Organic Cotton (RM0104) + 7% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 92% Organic Cotton (RM0104) + 8% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160)
ALLIANCE APPAREL,Pakistan (PK),"Children's wear, Ladieswear, Men's wear",,,,"Sajjad Estate, Chak # 117 JB, Dhanola,",USB 005637,USB Certification,2024-04-11,"Pants
singlets (PD0007) - 100% organic cotton (RM0104)
trousers (PD0003) - 100% organic cotton (RM0104) T-shirts"
Alliance Knit Composite Ltd.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"Holdings- 08/118, Pukurpar, Zirabo, Ashulia, Savar, Dhaka, BD-C, 1341, Bangladesh, BD",GOTS-20200201,GSCS,2024-10-14,"Activewear
Babies' clothing (PD0013)
Hoodies
Knitted fabrics (PD0058)
Overcoats
Pants
Shirts
T-shirts
Undergarment
blouses (PD0005)
jackets
robes (PD0006)
singlets (PD0007)
sleepwear
sportswear (PD0008)
sweatshirts (PD0100)
trousers (PD0003)
vests (PD0001)"
Alliance Technocrats Pvt. Ltd.,India (IN),"Fabrics, Yarns",,,harshit@alliancetechnocrats.com,"A/83, Shaligram Towers, B/H. Umiya Vijay Society, Satellite,",CU 845579,Control Union Certifications,2024-07-11,"Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Carded yarns (PD0067) - 100% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100% Organic Cotton (RM0104)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 100% Organic Cotton (RM0104)"
ALLIED INTERNATIONAL,Pakistan (PK),"Ladieswear, Men's wear",,,,"Near Sitara Sapna City, Ismail Masjid to Siddhu Pur Road -",USB TEX5363,USB Certification,2023-12-25,"Shirts
blouses (PD0005) - 100% organic cotton (RM0104) T-shirts
singlets (PD0007) - 100% organic cotton (RM0104) Pants
suit- pants (PD0002) - 100% organic cotton (RM0104)
trousers (PD0003) - 100% organic cotton (RM0104) Suits"
ALLISON A/S,Denmark (DK),Hygiene products,,,,,66165,Ecocert Greenlife,2024-06-30,"100% organic cotton (RM0104)
Personal care hygiene (PC0013)
Topical products (PD0032)
organic"
Allsize Company,Denmark (DK),Men's wear,By Garment Makers ; North 56°4,,jlh@Allsize.net,,199661,Ecocert Greenlife,2024-03-31,"Men apparel: Sweaters
Overcoats
Pants
T-shirts
cardigans (PD0004)
jackets
pullovers
singlets (PD0007) - organic
trousers (PD0003)
vests (PD0001)"
Allwin Export,India (IN),Fabrics,,Preetham Raajasekar,preetham@allwinexport.com,,ICEA-TX-1014,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-13,"Dyed fabrics (PC0025)
Greige fabrics (PC0026)
Printed Fabrics (PC0039)"
Alma & Lovis,Germany (DE),"Garments, Ladieswear",,Elke Schilling,info@almalovis.de,,CERES-0117,Ceres,2024-02-29,"Dresses skirts (PD0011)
Overcoats jackets vests (PD0001)
Pants trousers (PD0003)
Shirts blouses (PD0005)
Sweaters pullovers cardigans (PD0004)
T-shirts singlets (PD0007)"
Alma-Ras d.o.o,Bosnia and Herzegovina (BA),"Ladieswear, Men's wear",,,eldina.karajcic@alma-ras.com,,1054010,Control Union Certifications,2024-12-07,"Undergarment
robes (PD0006)
sleepwear"
ALMATEX 1972 SRL SOCIETA' UNIPERSONALE,Italy (IT),Fabrics,,,,,ICEA-TX-1272,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-27,Fabrics (PC0028)
ALMAXTEX TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),"Men's wear, Home Textiles",,,,"Karapinar Mah. Ankara Yolu Cad. No:900 , Yildirim",USB 004802,USB Certification,2024-08-04,"Bed linen
bed sheets (PD0015) - 100% organic cotton (RM0104) T-shirts
cushions (PD0023) - 100% organic cotton (RM0104)
singlets (PD0007) - 100% organic cotton (RM0104) Pillows"
Almer Tekstil San. ve Tic A.S.,Turkey (TR),Yarns,,Tülay Fidan,laboratuvar@almertekstil.com.tr,Sahabiye Mah. Oguz Cad. No: 4 Kocasinan,CU 1014596,Control Union Certifications,2024-08-03,Yarns
Almodo Altunlar Tekstil San. Ve Tic. A.S.,Turkey (TR),Fabrics,,Sevnur Kara,sevnur.kara@almodo.com.tr,15 Temmuz Mah. Bahar Cad. J Blok No:43 Kat:10,CU 857358,Control Union Certifications,2024-02-25,Fabrics
ALNATURA PRODUKTIONS- UND HANDELS GMBH,Germany (DE),"Accessories, Hygiene products, Babywear, Ladieswear, Socks, Men's wear, Garments, Underwear, Product category (other), Toys",,,,,209554,Ecocert Greenlife,2023-12-31,Organic Textiles Made with organic Textiles
ALNER TEKSTİL BOYAMA TURİZM İNŞ SAN TİC LTD. ŞTİ,Turkey (TR),"Babywear, Children's wear, Garments, Ladieswear, Men's wear",,,,,CERES-0953,Ceres,2024-02-11,"Babies’ apparel (PC0003)
Children’s apparel (PC0004)
Men’s apparel (PC0001)
Women’s apparel (PC0002)"
Alno-Tex GmbH,Germany (DE),"Garments, Home Textiles",,,,,1116170,Control Union Certifications,2024-10-07,"Children's apparel (PC0004)
Men's apparel (PC0001)
Product categories:Home textiles (PC0010)
Unisex apparel (PC0005)"
Aloha Tekstil Tur. Ins. En. San. Ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Aybuke Gercek,aybuke.gercek@alohatekstil.com.tr,Velimese Mah. Hacı Seremet Cd. No: 17/1 Ic Kapı No: 1 Ergene,CU 812279,Control Union Certifications,2024-11-16,"Dyed fabrics (PC0025)
Dyed yarns (PC0029)
Greige fabrics (PC0026)
Greige yarns (PC0030)
Undyed fabrics (PC0027)
Undyed yarns (PC0031)"
